0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.89711998488588,,,,,,,,,,,,,,,,,,,,,,,,2.1128360203713,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.27296567581289,,,,,,,,,,,,,,,,,,,,1.75041650569367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.127833371509885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0392207131532813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0769610411361284,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,0.285178942233662,,,,,,,,,,,,,,,,,,,,,,,,,,,0.615185639090234,,,,,,,,,,0.378436435720245,,,,,,,,,,,,,2.43908083758258,,,,,,,,,0.336472236621213,,,,,,,,,,,,,,,,,,,1.87180217690159,,,,,,0.524728528934982,,0.76080582903376,,0.113328685307003,,,0.712949807856125,0.741937344729377,,0.412109650826833,,,3.09919098192222,3.12046885495532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.44147709186066,,,,,,,2.83907846350861,,,,,,,,,,,,-0.0725706928348354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.587786664902119,1.01160091167848,,,,,,,,1.48160454092422,,,,,,,,,,,,,,,,,0.779324876800998,,1.09861228866811,-0.0304592074847086,,,,,,,0.553885113226438,,,,,,
0.0392207131532813,,,,,0.974559639998131,,,,,,,,,,,0.494696241836107,,,,,,,,2.2353763433006,,1.87180217690159,,,,,0.165514438477573,,,,,,,,,1.89911798754855,1.95515301613649,,,,,,,0.960243819402617,0.518793793415168,,,1.90508815453506,,,,,,,0.165514438477573,2.12106321637066,0.85015092936961,,,,,,,,,,,2.48499553472651,,,,,,,0.0676586484738149,,0.104360015324243,,,,,,,,,0.198850858745165,,,,,,,,,,0.907317257075048,,,,,,0.173953307123438,,0.415415438961332,,0.683096844706444,,,0.392042087776024,1.1314021114911,,0.113328685307003,,,,1.73571807834443,,,0.322083499169113,,,,0.0392207131532813,,,,,,,,,,1.17248213723457,,,,,,,,,,,,,,,,,0.418710334858185,-0.105360515657826,,1.95302761682418,,,,,,,1.07158361628019,,,,,,,,,,,,-0.0779615414697118,,,0.647103242058538,,,,,,,0.00995033085316809,-0.162518929497775,,,,,-1.13943428318836,0.500775287912489,,0.0487901641694321,0.418710334858185,,,,,,,,,,,0.27002713721306,0.3293037471426,,,,,,,,0.756121979721334,,,-3.50655789731998,-0.430782916092454,-0.400477566597125,,,,,,,,,0.29266961396282,0.518793793415168,,0.425267735404344,-0.713349887877465,,,,,,0.357674444271816,0.133656384812674,0.198850858745165,,3.25809653802148,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.52032653336007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2390169004705,,,,,,,,0.0198026272961797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0861776962410524,0.182321556793955,,,,,,,,0.207014169384326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.44691898293633,0.741937344729377,,,,1.6094379124341,0.815364813284194,,,,,,0.0487901641694321,0.00995033085316809,0.488580014818671,0.46373401623214,0.0676586484738149,,1.15057202759882,0.350656871613169,,,-0.0408219945202552,,,,,,0.364643113587909,,0.72270598280149,0.65232518603969,0.29266961396282,,,,,,,,0.685618914139154,,,1.34807314829969,,,,,2.07693841146172,,1.57069708411767,,,,,,,,1.35583515363518,,,1.13462272619114,1.39624469197306,,,,,,-0.0725706928348354,0.0953101798043249,,,7.68432406768116,,,,,-0.2484613592985,,,,,,,,,0.824175442966349,,,,,,,,,,,,0.932164081030445,,,,,0.246860077931526,,,,,0.438254930931155,,,,,,,,0.27763173659828,,,,,,,,,,,,,,,,,,,,,,0.139761942375159,,1.14103300455206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0198026272961797,,,,,,,,,,,,,,,-0.116533816255952,,,,,,,,,,,,,,,,,,0.300104592450338,0.246860077931526,,,,,,,,0.198850858745165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.36609165380237,0.891998039305111,,,0.62057648772511,,,0.8754687373539,2.13416644136908,-0.27443684570176,1.22377543162212,0.0198026272961797,2.84374591655611,2.74662968306969,1.52388002407245,2.21484617868604,2.70255177911396,,-0.0725706928348354,0.858661619037519,,,1.65632149833295,-1.23787435600162,4.27944004589878,1.98787434815435,3.7374314946961,2.21156569460688,,,2.22028985026722,-0.22314355131421,0.912282710476616,,-0.328504066972036,,,,-0.174353387144778,,4.08583624672042,3.97638651125143,,-0.133531392624523,1.53686721959927,3.79728532795772,,,1.02961941718116,0.104360015324243,2.10900034392138,,4.01457959375324,,,,,,-0.083381608939051,-0.22314355131421,4.36284381525711,-0.430782916092454,-0.415515443961666,,,,3.32647383546622,,0.802001585472027,2.73631366637507,0.672944473242426,,1.34656923505752,2.74727091425549,1.88251383249652,,2.61300665241532,,,-0.62548853208613,1.06471073699243,1.08180517035173,,0.72270598280149,,,-0.127833371509885,,,,-0.510825623765991,,,,3.19785645764413,,,,,,0.180653499693258,,,1.19392246847243,,,1.08856195281461,,0.553885113226438,,,,,,0.165514438477573,4.73444252169223,,0.494696241836107,,,3.64918182725539,,,1.09861228866811,,,-3.91202300542815,1.38879124131848,,2.29455292129678,,,1.07158361628019,,,1.07840958135059,,,,,,,,,,,,,,,,,,,,0.536493370514569,,1.18478998490916,,,1.25276296849537,,3.4797004431501,,3.17115508865679,,,,-1.38629436111989,,,,,,,,-0.653926467406664,,,0.506817602368452,1.14103300455206,,,-2.65926003693278,,,-0.527632742082372,-0.510825623765991,,2.9274534328007,,1.86872051036418,-1.13943428318836,0.131028262406404,,,,,,1.31103187661934,,,,,,,,,,0.970778917158225,1.47704872438835,,,,,,,,,,-0.301105092783922,,,,,,,,,,1.43746264769429,-0.342490308946776,,,0.756121979721334,,,,,,1.62136648329937,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.47653840011748,,,,,,,,,,,4.41134268900794,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34039311136445,,,,,,,,,,,,,,,,,,,,0.0629747991613884,,,,,,,,,,,,,,,,,3.68512240523622,,,,,,,,,,,,,,,,,,,,4.24175831411093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.867500567704723,,,0.978326122793608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.482426149244293,,,,-0.301105092783922,,,,,,0.879626747502564,-0.0449973659307358,1.05082162483176,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.85693303911019,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15373158788919,,,,,,,,,,,,,,,,,,,,1.25817685833945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.89202435892146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.97673374242057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.39580217470518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.94093976232779,,,,,,,,,-0.356674943938732,,,,,,,,,,,,,,,,,,,1.18784342239605,,,,,,,,,,,,,,,,,,,,0.986562784859487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.13446757027756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
